mcrnum,rsrr,z2_rsrr,HRRCODE,HRRNAME
150001,0.2469966,-0.81679076,183,"Indianapolis,IN"
150005,0.30017683,-0.17243496,183,"Indianapolis,IN"
150007,0.29709017,-0.20983429,183,"Indianapolis,IN"
150010,0.27783674,-0.44311762,183,"Indianapolis,IN"
150011,0.31974393,0.064648926,183,"Indianapolis,IN"
150022,0.28848484,-0.31410038,183,"Indianapolis,IN"
150024,0.29153958,-0.27708778,183,"Indianapolis,IN"
150030,0.27952841,-0.42262059,183,"Indianapolis,IN"
150033,0.29368556,-0.25108618,183,"Indianapolis,IN"
150037,0.29442972,-0.24206954,183,"Indianapolis,IN"
150038,0.32281587,0.10186987,183,"Indianapolis,IN"
150048,0.3104268,-0.048241641,183,"Indianapolis,IN"
150051,0.29719517,-0.20856214,183,"Indianapolis,IN"
150056,0.31936246,0.060026869,183,"Indianapolis,IN"
150057,0.29376742,-0.25009423,183,"Indianapolis,IN"
150059,0.28683797,-0.33405468,183,"Indianapolis,IN"
150064,0.30579019,-0.10442098,183,"Indianapolis,IN"
150065,0.29057196,-0.28881192,183,"Indianapolis,IN"
150072,0.27257296,-0.5068959,183,"Indianapolis,IN"
150074,0.3011778,-0.16030674,183,"Indianapolis,IN"
150084,0.28417924,-0.36626899,183,"Indianapolis,IN"
150088,0.33120185,0.20347829,183,"Indianapolis,IN"
150097,0.35431117,0.48348126,183,"Indianapolis,IN"
150104,0.30818969,-0.075347498,183,"Indianapolis,IN"
150112,0.27616066,-0.46342579,183,"Indianapolis,IN"
150113,0.33895111,0.29737183,183,"Indianapolis,IN"
150128,0.28850234,-0.31388843,183,"Indianapolis,IN"
150129,0.28913033,-0.30627936,183,"Indianapolis,IN"
150153,0.31214866,-0.027378818,183,"Indianapolis,IN"
150154,0.32203898,0.092456758,183,"Indianapolis,IN"
150157,0.25715548,-0.69370115,183,"Indianapolis,IN"
150158,0.29113823,-0.28195071,183,"Indianapolis,IN"
150161,0.29242766,-0.26632741,183,"Indianapolis,IN"
150162,0.28883204,-0.30989358,183,"Indianapolis,IN"
150164,0.33514112,0.25120828,183,"Indianapolis,IN"
150169,0.27872744,-0.43232545,183,"Indianapolis,IN"
150003,0.32480508,0.12597211,184,"Lafayette,IN"
150173,0.31323776,-0.014182836,184,"Lafayette,IN"
150089,0.30242422,-0.14520453,185,"Muncie,IN"
150004,0.35309169,0.46870548,186,"Munster,IN"
150008,0.35147202,0.44908085,186,"Munster,IN"
150125,0.3223694,0.09646026,186,"Munster,IN"
150165,0.28752738,-0.32570139,186,"Munster,IN"
150006,0.28348675,-0.37465948,187,"South Bend,IN"
150012,0.27695686,-0.45377868,187,"South Bend,IN"
150018,0.30650321,-0.095781699,187,"South Bend,IN"
150026,0.31678113,0.028750326,187,"South Bend,IN"
150058,0.26354873,-0.61623758,187,"South Bend,IN"
150076,0.2833595,-0.37620136,187,"South Bend,IN"
150023,0.34540075,0.37551859,188,"Terre Haute,IN"
150046,0.33877826,0.29527745,188,"Terre Haute,IN"
160045,0.27880886,-0.43133894,190,"Cedar Rapids,IA"
160079,0.26303282,-0.62248856,190,"Cedar Rapids,IA"
140275,0.29643801,-0.2177362,191,"Davenport,IA"
140280,0.27676398,-0.45611572,191,"Davenport,IA"
160033,0.28498116,-0.35655257,191,"Davenport,IA"
160057,0.23847632,-0.9200263,191,"Davenport,IA"
160080,0.29702994,-0.21056406,191,"Davenport,IA"
160104,0.30408555,-0.12507509,191,"Davenport,IA"
160001,0.23327246,-0.9830786,192,"Des Moines,IA"
160005,0.274966,-0.47790077,192,"Des Moines,IA"
160016,0.3270604,0.1532986,192,"Des Moines,IA"
160024,0.29844293,-0.19344367,192,"Des Moines,IA"
160030,0.23729122,-0.93438554,192,"Des Moines,IA"
160032,0.2840426,-0.36792463,192,"Des Moines,IA"
160082,0.30813065,-0.076062836,192,"Des Moines,IA"
160083,0.31651855,0.025568688,192,"Des Moines,IA"
160147,0.29895079,-0.18729019,192,"Des Moines,IA"
160069,0.27535638,-0.47317076,193,"Dubuque,IA"
160117,0.26503026,-0.59828669,193,"Dubuque,IA"
160008,0.2647799,-0.60132027,194,"Iowa City,IA"
160013,0.3414287,0.32739139,194,"Iowa City,IA"
160029,0.27110556,-0.52467567,194,"Iowa City,IA"
160058,0.36890909,0.66035628,194,"Iowa City,IA"
160089,0.27831572,-0.43731403,194,"Iowa City,IA"
160122,0.31951317,0.061852943,194,"Iowa City,IA"
160064,0.27945024,-0.42356774,195,"Mason City,IA"
160146,0.29033566,-0.29167509,196,"Sioux City,IA"
160153,0.30503875,-0.11352572,196,"Sioux City,IA"
160067,0.34277973,0.34376106,197,"Waterloo,IA"
160110,0.31205139,-0.028557444,197,"Waterloo,IA"
170001,0.24664108,-0.82109833,200,"Topeka,KS"
170016,0.31197944,-0.029429136,200,"Topeka,KS"
170074,0.32373691,0.11302962,200,"Topeka,KS"
170086,0.29970178,-0.17819087,200,"Topeka,KS"
170094,0.35131848,0.44722047,200,"Topeka,KS"
170142,0.31508067,0.00814677,200,"Topeka,KS"
170010,0.27666217,-0.45734921,201,"Wichita,KS"
170012,0.31551304,0.013385586,201,"Wichita,KS"
170013,0.29258752,-0.2643905,201,"Wichita,KS"
170017,0.28216332,-0.39069477,201,"Wichita,KS"
170020,0.31175679,-0.032126904,201,"Wichita,KS"
170023,0.27885935,-0.43072724,201,"Wichita,KS"
170027,0.27344522,-0.49632728,201,"Wichita,KS"
170039,0.28474689,-0.35939115,201,"Wichita,KS"
170068,0.26911423,-0.54880357,201,"Wichita,KS"
170075,0.30592573,-0.1027787,201,"Wichita,KS"
170103,0.27329445,-0.49815407,201,"Wichita,KS"
170105,0.31083953,-0.043240789,201,"Wichita,KS"
170120,0.31327626,-0.013716297,201,"Wichita,KS"
170122,0.27791113,-0.44221631,201,"Wichita,KS"
170123,0.25751024,-0.68940264,201,"Wichita,KS"
170150,0.28966132,-0.29984567,201,"Wichita,KS"
170175,0.26382411,-0.61290103,201,"Wichita,KS"
170186,0.25520274,-0.71736139,201,"Wichita,KS"
170192,0.29074451,-0.28672117,201,"Wichita,KS"
170197,0.26784447,-0.56418848,201,"Wichita,KS"
180001,0.32932538,0.18074208,203,"Covington,KY"
180035,0.33707947,0.27469411,203,"Covington,KY"
180045,0.39853233,1.019285,203,"Covington,KY"
180002,0.35679933,0.51362902,204,"Lexington,KY"
180005,0.37973356,0.79151052,204,"Lexington,KY"
180010,0.31031865,-0.049552068,204,"Lexington,KY"
180011,0.31322244,-0.014368441,204,"Lexington,KY"
180018,0.33398652,0.2372186,204,"Lexington,KY"
180019,0.29898769,-0.18684314,204,"Lexington,KY"
180029,0.41427228,1.2099973,204,"Lexington,KY"
180043,0.35761249,0.52348155,204,"Lexington,KY"
180044,0.37012807,0.67512596,204,"Lexington,KY"
180046,0.30058688,-0.16746661,204,"Lexington,KY"
180048,0.31019655,-0.051031489,204,"Lexington,KY"
180049,0.32662261,0.14799407,204,"Lexington,KY"
180050,0.39873984,1.0217992,204,"Lexington,KY"
180053,0.30785617,-0.079388551,204,"Lexington,KY"
180064,0.34273055,0.34316525,204,"Lexington,KY"
180067,0.32670024,0.14893472,204,"Lexington,KY"
180069,0.38206163,0.81971842,204,"Lexington,KY"
180078,0.38286868,0.82949698,204,"Lexington,KY"
180079,0.29982373,-0.17671326,204,"Lexington,KY"
180080,0.30819002,-0.075343527,204,"Lexington,KY"
180092,0.29531965,-0.23128678,204,"Lexington,KY"
180101,0.2783809,-0.4365243,204,"Lexington,KY"
180103,0.28969386,-0.29945135,204,"Lexington,KY"
180115,0.33801767,0.28606185,204,"Lexington,KY"
180127,0.30782321,-0.079787925,204,"Lexington,KY"
180132,0.34594381,0.38209853,204,"Lexington,KY"
180139,0.38002723,0.7950688,204,"Lexington,KY"
180143,0.31260249,-0.02188001,204,"Lexington,KY"
150009,0.3249366,0.12756564,205,"Louisville,KY"
150044,0.3379021,0.28466153,205,"Louisville,KY"
150069,0.30304468,-0.13768682,205,"Louisville,KY"
150163,0.33739534,0.27852142,205,"Louisville,KY"
180012,0.27748737,-0.44735077,205,"Louisville,KY"
180016,0.30773255,-0.080886386,205,"Louisville,KY"
180017,0.31958878,0.062769048,205,"Louisville,KY"
180024,0.31566364,0.015210217,205,"Louisville,KY"
180025,0.30155754,-0.15570563,205,"Louisville,KY"
180040,0.32637009,0.14493448,205,"Louisville,KY"
180070,0.32211721,0.093404643,205,"Louisville,KY"
180087,0.33446261,0.24298716,205,"Louisville,KY"
180088,0.34264243,0.34209749,205,"Louisville,KY"
180105,0.3271583,0.15448481,205,"Louisville,KY"
180106,0.35537985,0.49642989,205,"Louisville,KY"
180130,0.31371889,-0.008353263,205,"Louisville,KY"
180138,0.36904508,0.66200399,205,"Louisville,KY"
180141,0.31299677,-0.017102679,205,"Louisville,KY"
180149,0.40984505,1.156355,205,"Louisville,KY"
180038,0.27609214,-0.46425596,207,"Owensboro,KY"
140184,0.37306917,0.71076167,208,"Paducah,KY"
180027,0.33569142,0.25787598,208,"Paducah,KY"
180093,0.28867796,-0.31176046,208,"Paducah,KY"
180095,0.33092564,0.20013162,208,"Paducah,KY"
180102,0.32034129,0.071886785,208,"Paducah,KY"
180104,0.32238853,0.096692085,208,"Paducah,KY"
180116,0.36608994,0.62619817,208,"Paducah,KY"
180117,0.3360225,0.2618874,208,"Paducah,KY"
190019,0.32000202,0.067776039,209,"Alexandria,LA"
190026,0.32308239,0.10509918,209,"Alexandria,LA"
190099,0.3907671,0.92519784,209,"Alexandria,LA"
190106,0.32523474,0.13117807,209,"Alexandria,LA"
190145,0.33819446,0.2882039,209,"Alexandria,LA"
190164,0.38532829,0.85929883,209,"Alexandria,LA"
190015,0.37116292,0.68766475,210,"Baton Rouge,LA"
190020,0.30112004,-0.16100655,210,"Baton Rouge,LA"
190064,0.25920621,-0.66885364,210,"Baton Rouge,LA"
190065,0.2985059,-0.19268067,210,"Baton Rouge,LA"
190122,0.3295151,0.18304084,210,"Baton Rouge,LA"
190202,0.27135679,-0.5216316,210,"Baton Rouge,LA"
190242,0.3025139,-0.14411798,210,"Baton Rouge,LA"
190004,0.31864181,0.051295146,212,"Houma,LA"
190008,0.32761985,0.16007714,212,"Houma,LA"
190014,0.33736682,0.27817583,212,"Houma,LA"
190183,0.32862946,0.17231007,212,"Houma,LA"
190002,0.27595395,-0.46593037,213,"Lafayette,LA"
190003,0.2382209,-0.92312109,213,"Lafayette,LA"
190006,0.30430675,-0.12239502,213,"Lafayette,LA"
190017,0.29252598,-0.26513615,213,"Lafayette,LA"
190025,0.35379881,0.47727326,213,"Lafayette,LA"
190034,0.359047,0.54086268,213,"Lafayette,LA"
190044,0.36690831,0.63611394,213,"Lafayette,LA"
190053,0.30170646,-0.15390122,213,"Lafayette,LA"
190054,0.33451325,0.24360065,213,"Lafayette,LA"
190102,0.28067416,-0.40873814,213,"Lafayette,LA"
190167,0.36663696,0.63282615,213,"Lafayette,LA"
190205,0.33491257,0.24843901,213,"Lafayette,LA"
190263,0.33932528,0.30190542,213,"Lafayette,LA"
190013,0.27787519,-0.44265181,214,"Lake Charles,LA"
190027,0.27790129,-0.44233549,214,"Lake Charles,LA"
190050,0.34912449,0.42063713,214,"Lake Charles,LA"
190060,0.33782938,0.28378046,214,"Lake Charles,LA"
190045,0.29526553,-0.23194253,216,"Metairie,LA"
190146,0.2898061,-0.29809144,216,"Metairie,LA"
190175,0.30983415,-0.055422448,216,"Metairie,LA"
190177,0.35034463,0.43542084,216,"Metairie,LA"
190274,0.29044369,-0.29036611,216,"Metairie,LA"
190011,0.28678164,-0.33473715,217,"Monroe,LA"
190081,0.34094828,0.32157049,217,"Monroe,LA"
190116,0.26080623,-0.64946699,217,"Monroe,LA"
190125,0.2753287,-0.47350621,217,"Monroe,LA"
190140,0.32799664,0.16464251,217,"Monroe,LA"
190151,0.35345954,0.4731625,217,"Monroe,LA"
190160,0.268078,-0.56135893,217,"Monroe,LA"
190190,0.32454631,0.12283669,217,"Monroe,LA"
190208,0.30623809,-0.098994032,217,"Monroe,LA"
190005,0.31157655,-0.034310825,218,"New Orleans,LA"
190036,0.31202167,-0.028917458,218,"New Orleans,LA"
190039,0.26832241,-0.55839759,218,"New Orleans,LA"
190046,0.27139243,-0.52119976,218,"New Orleans,LA"
190079,0.28058767,-0.40978605,218,"New Orleans,LA"
190135,0.25391614,-0.73295039,218,"New Orleans,LA"
190176,0.30828711,-0.074167065,218,"New Orleans,LA"
190007,0.31788325,0.042104106,219,"Shreveport,LA"
190041,0.30869597,-0.069213159,219,"Shreveport,LA"
190086,0.28974572,-0.29882303,219,"Shreveport,LA"
190088,0.35498622,0.49166051,219,"Shreveport,LA"
190090,0.33254892,0.21979994,219,"Shreveport,LA"
190098,0.34898099,0.41889843,219,"Shreveport,LA"
190111,0.26333192,-0.6188646,219,"Shreveport,LA"
190114,0.35098028,0.44312271,219,"Shreveport,LA"
190118,0.33992934,0.30922452,219,"Shreveport,LA"
190144,0.32552958,0.13475041,219,"Shreveport,LA"
190218,0.27829719,-0.43753865,219,"Shreveport,LA"
190236,0.26284257,-0.62479383,219,"Shreveport,LA"
450032,0.33769611,0.28216562,219,"Shreveport,LA"
450210,0.35903826,0.54075688,219,"Shreveport,LA"
190040,0.34280476,0.34406438,220,"Slidell,LA"
190204,0.31922311,0.058338374,220,"Slidell,LA"
190250,0.31243771,-0.023876524,220,"Slidell,LA"
250117,0.30971101,-0.056914505,220,"Slidell,LA"
250162,0.32469749,0.12466855,220,"Slidell,LA"
200001,0.26688242,-0.57584512,221,"Bangor,ME"
200018,0.22574627,-1.0742693,221,"Bangor,ME"
200031,0.29375693,-0.25022134,221,"Bangor,ME"
200033,0.31078953,-0.043846715,221,"Bangor,ME"
200050,0.27927178,-0.42572999,221,"Bangor,ME"
200052,0.2816779,-0.39657634,221,"Bangor,ME"
200002,0.23477487,-0.96487474,222,"Portland,ME"
200008,0.27798653,-0.44130272,222,"Portland,ME"
200009,0.29559949,-0.22789606,222,"Portland,ME"
200019,0.2923075,-0.26778337,222,"Portland,ME"
200020,0.30009156,-0.17346805,222,"Portland,ME"
200021,0.30801108,-0.077511564,222,"Portland,ME"
200024,0.29249999,-0.26545104,222,"Portland,ME"
200025,0.29000759,-0.29565006,222,"Portland,ME"
200034,0.26996142,-0.53853858,222,"Portland,ME"
200037,0.27128792,-0.52246612,222,"Portland,ME"
200039,0.25819129,-0.68115085,222,"Portland,ME"
200040,0.32170919,0.088460848,222,"Portland,ME"
200041,0.26976809,-0.54088104,222,"Portland,ME"
200063,0.27904627,-0.42846245,222,"Portland,ME"
300014,0.28841329,-0.31496739,222,"Portland,ME"
300018,0.2944645,-0.24164814,222,"Portland,ME"
210002,0.42776284,1.3734549,223,"Baltimore,MD"
210006,0.30988234,-0.054838549,223,"Baltimore,MD"
210007,0.32397512,0.11591588,223,"Baltimore,MD"
210008,0.34369311,0.354828,223,"Baltimore,MD"
210009,0.36675555,0.63426298,223,"Baltimore,MD"
210011,0.35351008,0.47377494,223,"Baltimore,MD"
210012,0.34271178,0.34293777,223,"Baltimore,MD"
210013,0.35573107,0.50068545,223,"Baltimore,MD"
210015,0.36254451,0.58324009,223,"Baltimore,MD"
210024,0.36384383,0.59898329,223,"Baltimore,MD"
210029,0.37089059,0.68436503,223,"Baltimore,MD"
210030,0.3067106,-0.093268812,223,"Baltimore,MD"
210033,0.32029632,0.071341887,223,"Baltimore,MD"
210034,0.38124079,0.80977273,223,"Baltimore,MD"
210037,0.31009179,-0.052300751,223,"Baltimore,MD"
210038,0.4110049,1.1704082,223,"Baltimore,MD"
210040,0.32138222,0.084499232,223,"Baltimore,MD"
210043,0.35555059,0.49849862,223,"Baltimore,MD"
210044,0.26400024,-0.61076695,223,"Baltimore,MD"
210048,0.3262372,0.14332435,223,"Baltimore,MD"
210049,0.3107793,-0.04397057,223,"Baltimore,MD"
210056,0.36000663,0.55249006,223,"Baltimore,MD"
80006,0.32283047,0.10204681,225,"Salisbury,MD"
80007,0.30362791,-0.13062012,225,"Salisbury,MD"
210019,0.29864022,-0.1910532,225,"Salisbury,MD"
210045,0.24132669,-0.88548994,225,"Salisbury,MD"
210061,0.28319025,-0.37825206,225,"Salisbury,MD"
210003,0.31444076,0.000393264,226,"Takoma Park,MD"
210004,0.32563928,0.13607962,226,"Takoma Park,MD"
210016,0.39396754,0.96397585,226,"Takoma Park,MD"
210018,0.30323073,-0.13543248,226,"Takoma Park,MD"
210051,0.33009258,0.19003785,226,"Takoma Park,MD"
210055,0.34918049,0.42131564,226,"Takoma Park,MD"
220002,0.3186537,0.051439226,227,"Boston,MA"
220010,0.35689321,0.51476645,227,"Boston,MA"
220011,0.3387365,0.29477155,227,"Boston,MA"
220012,0.27911106,-0.42767739,227,"Boston,MA"
220017,0.35143009,0.44857278,227,"Boston,MA"
220020,0.37363073,0.71756583,227,"Boston,MA"
220029,0.34270069,0.34280342,227,"Boston,MA"
220031,0.35988256,0.55098683,227,"Boston,MA"
220033,0.3048605,-0.11568545,227,"Boston,MA"
220035,0.29180902,-0.27382311,227,"Boston,MA"
220036,0.39304984,0.95285654,227,"Boston,MA"
220052,0.3574467,0.52147281,227,"Boston,MA"
220060,0.32745731,0.15810771,227,"Boston,MA"
220063,0.35113916,0.44504774,227,"Boston,MA"
220067,0.34524387,0.37361777,227,"Boston,MA"
220070,0.37573031,0.74300522,227,"Boston,MA"
220071,0.35368386,0.4758805,227,"Boston,MA"
220073,0.3539342,0.47891372,227,"Boston,MA"
220074,0.37462747,0.72964281,227,"Boston,MA"
220080,0.3495602,0.42591637,227,"Boston,MA"
220082,0.36121088,0.56708133,227,"Boston,MA"
220084,0.31990489,0.06659922,227,"Boston,MA"
220086,0.35336301,0.47199291,227,"Boston,MA"
220088,0.34371009,0.35503384,227,"Boston,MA"
220090,0.37675279,0.75539416,227,"Boston,MA"
220098,0.36597103,0.62475741,227,"Boston,MA"
220100,0.3594268,0.54546452,227,"Boston,MA"
220101,0.33102849,0.20137778,227,"Boston,MA"
220105,0.30953515,-0.059045348,227,"Boston,MA"
220108,0.32427311,0.11952651,227,"Boston,MA"
220110,0.3416912,0.33057195,227,"Boston,MA"
220111,0.37085661,0.68395334,227,"Boston,MA"
220116,0.39401093,0.96450162,227,"Boston,MA"
220119,0.29951492,-0.18045495,227,"Boston,MA"
220126,0.37419716,0.72442889,227,"Boston,MA"
220135,0.31831795,0.047371089,227,"Boston,MA"
220171,0.33934993,0.30220404,227,"Boston,MA"
220174,0.32911804,0.17822993,227,"Boston,MA"
220175,0.33741307,0.27873626,227,"Boston,MA"
220015,0.37793484,0.76971644,230,"Springfield,MA"
220016,0.34327129,0.34971702,230,"Springfield,MA"
220024,0.29117018,-0.28156361,230,"Springfield,MA"
220030,0.32835233,0.16895221,230,"Springfield,MA"
220050,0.29735062,-0.20667864,230,"Springfield,MA"
220051,0.26867011,-0.55418462,230,"Springfield,MA"
220065,0.26035827,-0.65489465,230,"Springfield,MA"
220066,0.30692726,-0.090643629,230,"Springfield,MA"
220077,0.31681469,0.029156923,230,"Springfield,MA"
220001,0.31505015,0.007777005,231,"Worcester,MA"
220019,0.3273159,0.1563943,231,"Worcester,MA"
220049,0.34188035,0.33286384,231,"Worcester,MA"
220058,0.32134539,0.084052913,231,"Worcester,MA"
220095,0.3568168,0.51384062,231,"Worcester,MA"
220163,0.35402423,0.48000461,231,"Worcester,MA"
220176,0.38455191,0.84989184,231,"Worcester,MA"
230002,0.39332071,0.95613855,232,"Ann Arbor,MI"
230005,0.27250126,-0.5077647,232,"Ann Arbor,MI"
230046,0.35568729,0.50015497,232,"Ann Arbor,MI"
230069,0.27888244,-0.4304474,232,"Ann Arbor,MI"
230092,0.28066081,-0.40889993,232,"Ann Arbor,MI"
230142,0.38325378,0.83416313,232,"Ann Arbor,MI"
230151,0.36540511,0.61790049,232,"Ann Arbor,MI"
230156,0.31186652,-0.030797338,232,"Ann Arbor,MI"
230212,0.27492639,-0.47838068,232,"Ann Arbor,MI"
230259,0.26813796,-0.56063241,232,"Ann Arbor,MI"
230020,0.36447066,0.60657829,233,"Dearborn,MI"
230146,0.3401494,0.31189087,233,"Dearborn,MI"
230176,0.35600844,0.50404614,233,"Dearborn,MI"
230244,0.39142275,0.93314201,233,"Dearborn,MI"
230270,0.3868964,0.8782987,233,"Dearborn,MI"
230024,0.37032232,0.67747957,234,"Detroit,MI"
230031,0.30515641,-0.1121001,234,"Detroit,MI"
230047,0.33576062,0.25871444,234,"Detroit,MI"
230053,0.3461037,0.38403583,234,"Detroit,MI"
230089,0.35777235,0.52541852,234,"Detroit,MI"
230104,0.31765464,0.039334122,234,"Detroit,MI"
230165,0.35309511,0.46874699,234,"Detroit,MI"
230216,0.36829463,0.65291119,234,"Detroit,MI"
230227,0.35583219,0.50191063,234,"Detroit,MI"
230241,0.37217823,0.69996667,234,"Detroit,MI"
230273,0.32665446,0.14838009,234,"Detroit,MI"
230132,0.28512833,-0.35476947,235,"Flint,MI"
230141,0.32999882,0.18890183,235,"Flint,MI"
230193,0.30453974,-0.11957195,235,"Flint,MI"
230197,0.31358603,-0.009963039,235,"Flint,MI"
230003,0.26472756,-0.60195434,236,"Grand Rapids,MI"
230035,0.30407959,-0.12514731,236,"Grand Rapids,MI"
230038,0.29649815,-0.2170075,236,"Grand Rapids,MI"
230040,0.34186059,0.33262444,236,"Grand Rapids,MI"
230059,0.28545251,-0.35084143,236,"Grand Rapids,MI"
230072,0.27793536,-0.44192272,236,"Grand Rapids,MI"
230081,0.26300684,-0.62280345,236,"Grand Rapids,MI"
230093,0.26918945,-0.54789215,236,"Grand Rapids,MI"
230106,0.30316013,-0.13628791,236,"Grand Rapids,MI"
230236,0.2830115,-0.38041791,236,"Grand Rapids,MI"
230015,0.28727794,-0.32872379,238,"Kalamazoo,MI"
230017,0.26995763,-0.53858447,238,"Kalamazoo,MI"
230022,0.29818964,-0.19651264,238,"Kalamazoo,MI"
230037,0.30292678,-0.13911532,238,"Kalamazoo,MI"
230075,0.31452918,0.001464643,238,"Kalamazoo,MI"
230096,0.29671448,-0.2143863,238,"Kalamazoo,MI"
230117,0.30570036,-0.10550933,238,"Kalamazoo,MI"
230217,0.27072334,-0.52930677,238,"Kalamazoo,MI"
230030,0.32355186,0.11078756,239,"Lansing,MI"
230080,0.3071211,-0.088295043,239,"Lansing,MI"
230121,0.26677522,-0.57714403,239,"Lansing,MI"
230167,0.31216913,-0.027130743,239,"Lansing,MI"
230180,0.34859475,0.4142186,239,"Lansing,MI"
230208,0.30562821,-0.10638355,239,"Lansing,MI"
230230,0.31813699,0.045178499,239,"Lansing,MI"
230054,0.27234316,-0.50968033,240,"Marquette,MI"
230101,0.32860655,0.17203239,240,"Marquette,MI"
230108,0.29409692,-0.24610193,240,"Marquette,MI"
230004,0.25549075,-0.71387178,242,"Muskegon,MI"
230066,0.24570769,-0.83240777,242,"Muskegon,MI"
230110,0.26721388,-0.57182896,242,"Muskegon,MI"
230174,0.26655862,-0.57976848,242,"Muskegon,MI"
230105,0.29875991,-0.18960302,243,"Petoskey,MI"
230133,0.32730821,0.15630114,243,"Petoskey,MI"
230239,0.25439352,-0.72716635,243,"Petoskey,MI"
230013,0.27101374,-0.52578819,244,"Pontiac,MI"
230029,0.30714312,-0.088028193,244,"Pontiac,MI"
230207,0.29713342,-0.20931034,244,"Pontiac,MI"
230277,0.32492161,0.12738401,244,"Pontiac,MI"
230019,0.34535164,0.3749235,245,"Royal Oak,MI"
230130,0.33888933,0.29662326,245,"Royal Oak,MI"
230254,0.30505642,-0.11331158,245,"Royal Oak,MI"
230269,0.36330235,0.59242249,245,"Royal Oak,MI"
230302,0.3424156,0.33934915,245,"Royal Oak,MI"
230036,0.27099669,-0.52599478,246,"Saginaw,MI"
230041,0.29853287,-0.19235387,246,"Saginaw,MI"
230070,0.33473867,0.246332,246,"Saginaw,MI"
230077,0.31037259,-0.048898481,246,"Saginaw,MI"
230095,0.29650903,-0.2168757,246,"Saginaw,MI"
230100,0.25512448,-0.71830964,246,"Saginaw,MI"
230118,0.29763833,-0.20319261,246,"Saginaw,MI"
230222,0.31620172,0.021729849,246,"Saginaw,MI"
230021,0.28170869,-0.39620334,248,"St. Joseph,MI"
230078,0.28764573,-0.32426748,248,"St. Joseph,MI"
230085,0.31371751,-0.008369873,248,"St. Joseph,MI"
230058,0.30512014,-0.11253956,249,"Traverse City,MI"
230097,0.28767371,-0.32392839,249,"Traverse City,MI"
240002,0.28280544,-0.38291454,250,"Duluth,MN"
240019,0.28333458,-0.37650326,250,"Duluth,MN"
240047,0.24279724,-0.86767209,250,"Duluth,MN"
240084,0.27733913,-0.44914687,250,"Duluth,MN"
240001,0.25253165,-0.74972558,251,"Minneapolis,MN"
240004,0.34862265,0.41455659,251,"Minneapolis,MN"
240014,0.26239958,-0.63016123,251,"Minneapolis,MN"
240020,0.2473994,-0.81191015,251,"Minneapolis,MN"
240030,0.29852706,-0.19242428,251,"Minneapolis,MN"
240040,0.28536192,-0.35193917,251,"Minneapolis,MN"
240050,0.31683835,0.029443635,251,"Minneapolis,MN"
240053,0.27557921,-0.47047082,251,"Minneapolis,MN"
240056,0.28975046,-0.2987656,251,"Minneapolis,MN"
240057,0.31744853,0.036836766,251,"Minneapolis,MN"
240064,0.28487852,-0.35779619,251,"Minneapolis,MN"
240071,0.27722791,-0.4504945,251,"Minneapolis,MN"
240075,0.32781407,0.16243042,251,"Minneapolis,MN"
240076,0.31473082,0.003907836,251,"Minneapolis,MN"
240078,0.30357727,-0.13123362,251,"Minneapolis,MN"
240080,0.33600771,0.26170829,251,"Minneapolis,MN"
240088,0.27930015,-0.42538622,251,"Minneapolis,MN"
240093,0.31301096,-0.016930796,251,"Minneapolis,MN"
240104,0.30454507,-0.11950731,251,"Minneapolis,MN"
240115,0.27813053,-0.43955791,251,"Minneapolis,MN"
240132,0.27772361,-0.44448835,251,"Minneapolis,MN"
240141,0.27470499,-0.48106328,251,"Minneapolis,MN"
240166,0.30716056,-0.087816954,251,"Minneapolis,MN"
240187,0.27002949,-0.53771383,251,"Minneapolis,MN"
240207,0.29572386,-0.2263892,251,"Minneapolis,MN"
520013,0.289314,-0.3040539,251,"Minneapolis,MN"
520070,0.30905837,-0.064822197,251,"Minneapolis,MN"
240010,0.31382167,-0.007107834,253,"Rochester,MN"
240018,0.25525263,-0.71675694,253,"Rochester,MN"
240043,0.27349529,-0.49572062,253,"Rochester,MN"
240061,0.36583549,0.62311512,253,"Rochester,MN"
240069,0.30176407,-0.15320322,253,"Rochester,MN"
240117,0.32367691,0.11230274,253,"Rochester,MN"
240036,0.34261018,0.34170678,254,"St. Cloud,MN"
240038,0.291044,-0.2830925,256,"St. Paul,MN"
240059,0.2951318,-0.23356278,256,"St. Paul,MN"
240063,0.31830117,0.047167793,256,"St. Paul,MN"
240066,0.25111559,-0.76688319,256,"St. Paul,MN"
240106,0.2917161,-0.27494901,256,"St. Paul,MN"
240210,0.29883814,-0.18865514,256,"St. Paul,MN"
240213,0.29385188,-0.24907088,256,"St. Paul,MN"
250007,0.31782863,0.041442215,257,"Gulfport,MS"
250019,0.32231849,0.095843501,257,"Gulfport,MS"
250123,0.28740296,-0.32720897,257,"Gulfport,MS"
250058,0.29338205,-0.2547636,258,"Hattiesburg,MS"
250077,0.3244893,0.12214591,258,"Hattiesburg,MS"
250078,0.34439358,0.36331528,258,"Hattiesburg,MS"
250094,0.30558079,-0.10695805,258,"Hattiesburg,MS"
250001,0.30396742,-0.12650648,259,"Jackson,MS"
250031,0.32795677,0.16415936,259,"Jackson,MS"
250038,0.31767097,0.039532002,259,"Jackson,MS"
250048,0.31068075,-0.045164723,259,"Jackson,MS"
250049,0.3506048,0.43857324,259,"Jackson,MS"
